Timestamp,Server_IP,Client_IP,Protocol,Port,Status_Code,Response_Time_ms
2025-01-18 15:57:36,143.1.80.3,26.143.137.202,UDP,8080,401,139.87
2025-01-16 08:35:24,200.128.66.64,29.112.44.101,UDP,3306,400,114.47
2025-01-27 15:10:34,203.209.234.91,25.236.220.36,UDP,22,301,145.91
2025-01-17 11:09:24,85.36.74.10,157.95.231.193,HTTP,443,400,180.92
2025-01-10 15:35:02,165.252.186.108,121.241.100.12,HTTP,443,500,110.63
2025-01-27 07:11:51,127.42.172.9,14.149.91.203,UDP,80,401,110.63
2025-01-08 01:46:46,252.35.97.107,120.215.64.82,HTTPS,443,301,183.17
2025-01-07 18:22:35,163.30.218.7,2.248.53.144,HTTPS,22,400,150.7
2025-01-27 13:21:55,193.170.219.55,3.64.10.191,HTTP,8080,404,101.22
2025-01-12 07:29:58,198.140.65.51,254.32.118.245,UDP,443,500,141.7
2025-01-24 12:56:14,154.150.164.118,159.224.146.220,TCP,8080,500,101.46
2025-01-15 11:07:53,200.199.142.217,201.31.107.114,TCP,443,400,101.37
2025-01-05 20:53:30,206.124.214.52,196.115.88.60,HTTPS,22,404,129.68
2025-01-09 06:07:11,86.245.24.6,216.129.177.47,HTTPS,8080,403,43.47
2025-01-28 23:25:22,207.55.36.203,166.180.187.133,HTTP,22,403,51.0
2025-01-05 08:48:45,177.242.210.58,165.76.59.163,TCP,22,401,97.51
2025-01-29 06:00:50,169.19.145.45,214.33.124.237,HTTP,443,301,79.49
2025-01-27 15:59:13,44.75.105.109,121.127.91.218,HTTP,22,401,132.57
2025-01-26 07:19:56,42.68.181.235,151.222.89.226,HTTPS,22,401,83.68
2025-01-01 01:07:49,178.189.1.160,6.41.57.238,HTTPS,3306,500,63.51
2025-01-10 19:14:15,127.251.171.88,219.83.230.57,UDP,443,301,178.63
2025-01-01 00:19:06,210.98.32.14,43.151.135.45,TCP,443,404,110.97
2025-01-13 13:35:20,117.91.63.131,66.67.13.42,TCP,3306,301,122.7
2025-01-20 14:40:36,183.67.64.196,140.37.181.5,TCP,80,301,63.01
2025-01-25 22:47:12,152.128.116.51,61.105.107.236,TCP,3306,500,98.22
2025-01-17 01:59:49,127.96.230.32,119.219.185.10,HTTPS,80,301,124.44
2025-01-10 22:41:00,232.181.144.77,165.106.233.118,TCP,8080,200,73.96
2025-01-07 11:23:38,8.42.140.122,82.139.91.130,HTTP,8080,200,135.03
2025-01-07 23:49:00,235.182.200.113,136.10.168.88,HTTPS,22,404,95.97
2025-01-15 08:06:13,71.15.232.248,186.88.210.39,HTTPS,443,403,108.33
2025-01-23 17:46:07,38.145.41.3,170.68.63.111,HTTP,8080,400,95.93
2025-01-16 14:08:13,183.240.74.90,86.169.102.52,UDP,443,200,194.09
2025-01-27 05:10:00,37.11.124.231,190.128.176.51,HTTPS,22,500,119.46
2025-01-26 05:47:18,72.81.212.252,197.93.30.108,TCP,443,200,77.69
2025-01-23 20:51:53,143.154.82.181,13.51.197.160,TCP,22,200,152.9
2025-01-10 23:19:36,93.182.186.60,106.26.85.175,TCP,443,301,71.17
2025-01-28 23:46:57,213.165.9.121,203.205.28.228,TCP,8080,200,128.35
2025-01-02 15:53:12,118.19.144.200,1.108.22.246,TCP,8080,403,41.61
2025-01-22 12:14:39,71.127.8.64,140.85.182.81,UDP,80,401,66.87
2025-01-16 16:36:12,196.129.111.74,173.234.148.245,UDP,22,301,127.87
2025-01-15 20:01:23,46.137.111.170,37.132.134.172,TCP,22,403,149.54
2025-01-22 15:19:47,187.254.89.184,187.196.51.95,HTTPS,3306,401,126.85
2025-01-09 07:31:50,186.119.86.146,13.202.57.253,HTTPS,22,200,115.37
2025-01-28 09:19:52,111.114.97.79,113.211.154.167,HTTPS,80,404,107.96
2025-01-30 12:39:23,229.60.29.95,6.57.137.34,HTTP,443,200,60.86
2025-01-06 01:06:44,206.149.53.10,126.19.18.204,HTTPS,80,400,91.21
2025-01-09 19:45:03,202.94.204.158,53.28.248.128,HTTPS,443,200,101.57
2025-01-19 23:11:59,93.245.203.239,243.119.28.3,HTTPS,80,200,162.28
2025-01-07 11:45:11,2.147.138.131,96.162.186.87,HTTPS,443,400,133.74
2025-01-10 18:34:21,61.126.198.194,23.56.101.203,HTTPS,22,200,49.48
2025-01-19 14:48:49,228.249.53.173,238.109.216.250,UDP,8080,500,132.96
2025-01-24 14:01:46,164.54.197.93,181.56.149.207,TCP,22,500,104.6
2025-01-11 12:43:39,51.125.246.120,75.146.132.23,HTTP,443,200,92.92
2025-01-20 03:36:14,146.115.119.64,113.179.225.161,UDP,80,401,144.47
2025-01-19 10:31:37,14.146.17.167,73.97.241.189,UDP,22,500,161.24
2025-01-11 22:07:29,69.238.97.236,80.53.214.237,HTTP,22,400,157.25
2025-01-25 23:37:25,101.143.142.34,203.181.22.111,HTTPS,8080,401,86.43
2025-01-30 01:42:39,102.190.24.22,84.51.209.145,HTTP,443,200,107.63
2025-01-17 03:08:48,209.80.41.92,191.143.7.241,TCP,3306,404,133.25
2025-01-14 17:00:24,209.51.163.187,228.111.91.121,UDP,80,400,159.02
2025-01-01 07:18:35,56.10.224.229,155.97.162.114,HTTPS,80,301,100.83
2025-01-03 01:24:46,241.227.137.82,39.106.191.254,HTTP,3306,401,112.57
2025-01-18 15:21:48,131.149.36.124,185.31.52.250,TCP,22,403,75.75
2025-01-17 03:43:48,8.117.152.239,198.126.7.78,TCP,3306,401,72.15
2025-01-22 00:50:24,44.3.244.176,231.254.51.173,HTTPS,22,400,152.5
2025-01-23 03:40:12,10.165.222.159,111.60.239.214,UDP,3306,200,174.25
2025-01-01 23:01:46,100.25.171.175,147.212.60.41,HTTPS,80,403,117.12
2025-01-12 02:28:48,54.186.59.108,217.92.46.78,TCP,3306,500,160.14
2025-01-01 10:28:11,74.37.33.197,159.199.192.227,HTTPS,80,403,134.47
2025-01-14 18:42:44,157.23.196.54,246.17.48.51,UDP,8080,301,94.2
2025-01-21 20:27:26,82.9.141.2,218.58.53.209,TCP,443,403,134.46
2025-01-15 17:21:05,163.75.52.158,71.121.78.62,TCP,443,404,181.52
2025-01-18 03:36:11,135.121.145.33,103.136.221.8,UDP,443,200,118.57
2025-01-10 01:05:24,127.80.99.176,37.4.1.44,HTTP,443,200,182.59
2025-01-01 04:28:46,1.128.243.13,79.135.146.107,HTTPS,80,404,15.21
2025-01-05 21:18:49,11.181.250.32,39.69.33.104,HTTP,22,404,152.88
2025-01-24 04:08:38,84.181.79.77,228.25.111.150,HTTPS,3306,401,123.48
2025-01-09 00:22:51,245.160.60.9,104.239.140.191,UDP,8080,403,108.04
2025-01-06 04:16:52,41.216.30.13,106.189.107.54,HTTP,443,200,123.67
2025-01-29 21:03:24,243.206.190.47,25.204.41.112,HTTP,443,403,40.5
2025-01-05 22:15:33,156.29.238.129,230.37.112.122,UDP,22,404,111.21
2025-01-20 20:56:48,246.148.75.135,242.145.126.250,UDP,8080,200,134.28
2025-01-21 11:54:25,111.193.128.170,201.72.41.241,HTTP,8080,301,179.12
2025-01-13 09:55:25,215.231.225.101,1.236.61.152,HTTP,3306,401,99.27
2025-01-30 19:25:32,158.86.169.212,190.126.190.106,TCP,22,500,87.66
2025-01-24 13:50:48,108.231.207.127,5.82.196.209,TCP,443,500,99.93
2025-01-21 16:39:06,48.136.41.16,56.239.77.42,TCP,443,500,156.62
2025-01-23 00:39:05,225.181.248.216,3.194.25.109,TCP,80,401,133.15
2025-01-05 02:49:52,242.52.209.44,63.40.237.219,HTTPS,22,404,98.81
2025-01-28 14:40:19,184.42.138.67,225.15.205.73,HTTP,22,500,140.53
2025-01-10 14:52:26,107.248.129.199,1.105.126.63,HTTP,3306,500,123.88
2025-01-05 10:12:08,55.176.52.37,24.51.174.192,HTTPS,80,404,158.75
2025-01-22 10:58:04,31.69.173.229,56.191.96.132,HTTP,3306,400,91.92
2025-01-25 00:59:58,59.125.187.11,159.161.162.103,HTTPS,80,301,106.89
2025-01-01 13:25:08,252.148.17.179,138.23.99.233,TCP,8080,400,104.32
2025-01-05 13:03:18,163.227.82.131,42.69.138.174,UDP,3306,400,61.46
2025-01-10 15:25:51,82.66.206.245,108.13.86.113,HTTPS,80,500,131.84
2025-01-23 06:39:37,210.219.89.28,95.214.68.143,UDP,80,301,130.44
2025-01-02 22:53:02,23.25.223.216,45.252.30.230,TCP,443,200,120.2
2025-01-13 09:35:26,164.9.51.39,24.136.7.114,UDP,22,403,110.62
2025-01-06 22:35:15,38.36.221.189,64.40.5.23,HTTP,22,200,63.39
2025-01-23 07:39:35,70.119.76.71,111.161.93.243,TCP,3306,404,103.17
2025-01-22 01:39:22,170.124.127.51,115.88.73.179,HTTP,80,301,106.29
2025-01-14 17:17:24,128.151.56.173,210.112.25.162,UDP,3306,404,87.91
2025-01-03 18:10:18,55.218.20.99,25.101.93.123,TCP,80,200,113.55
2025-01-13 09:09:22,115.237.193.54,185.69.196.251,UDP,443,301,136.16
2025-01-15 19:53:14,3.179.57.234,147.63.223.27,TCP,3306,200,195.45
2025-01-21 00:35:38,51.240.115.23,18.20.46.252,TCP,22,403,126.98
2025-01-08 15:09:02,142.86.2.197,192.205.187.194,UDP,80,401,130.3
2025-01-21 11:28:22,47.102.206.116,93.82.58.179,HTTPS,8080,500,117.02
2025-01-05 08:42:39,120.93.99.133,172.164.24.150,HTTPS,3306,200,43.25
2025-01-29 00:18:58,19.217.10.55,72.18.42.149,HTTP,443,403,118.94
2025-01-28 10:07:16,146.203.73.230,178.15.91.161,UDP,8080,301,122.41
2025-01-12 06:59:19,133.107.157.69,4.180.232.53,HTTPS,22,401,218.53
2025-01-23 06:05:31,55.127.141.29,199.47.215.135,HTTPS,3306,200,112.31
2025-01-13 11:49:10,76.5.1.216,174.250.118.144,TCP,80,401,132.06
2025-01-03 06:48:25,10.26.173.40,196.170.81.39,TCP,8080,403,118.61
2025-01-28 14:37:36,8.123.243.179,7.26.205.10,HTTP,22,200,73.25
2025-01-19 01:09:56,246.11.191.88,24.40.81.133,HTTP,80,403,165.71
2025-01-12 11:18:38,91.78.47.78,71.164.39.175,HTTPS,8080,500,150.08
2025-01-21 07:11:57,14.153.111.201,196.130.104.69,HTTP,22,200,151.64
2025-01-10 15:49:11,88.179.84.41,192.120.96.36,UDP,8080,404,83.62
2025-01-15 10:58:46,108.140.219.175,148.146.182.172,HTTP,8080,404,176.11
2025-01-28 21:54:49,255.133.142.189,67.234.207.194,HTTPS,3306,200,63.93
2025-01-20 22:59:14,128.36.14.191,56.184.235.93,TCP,443,500,143.47
2025-01-01 16:19:58,13.108.122.185,100.248.47.163,UDP,8080,301,207.62
2025-01-04 16:41:40,37.238.40.32,11.21.245.107,HTTP,80,500,80.38
2025-01-04 13:59:50,40.128.120.168,213.156.50.67,UDP,8080,401,97.35
2025-01-01 04:17:08,101.20.105.206,146.184.50.179,UDP,80,400,123.99
2025-01-23 07:28:38,174.68.157.86,48.38.244.202,TCP,80,401,99.86
2025-01-03 15:39:56,196.187.44.41,76.224.29.132,TCP,3306,401,57.97
2025-01-19 08:13:33,140.89.83.114,201.222.230.224,HTTPS,22,404,122.74
2025-01-19 22:54:58,82.74.168.216,228.154.202.212,HTTPS,22,200,77.51
2025-01-25 02:09:44,91.79.171.209,128.128.120.54,UDP,8080,301,138.94
2025-01-15 23:59:17,45.42.59.193,92.124.126.233,TCP,22,200,83.22
2025-01-22 10:16:53,135.144.242.160,56.224.89.130,HTTPS,3306,301,182.0
2025-01-26 02:52:53,155.37.173.96,67.77.31.223,HTTP,8080,400,88.67
2025-01-17 08:59:27,227.145.99.40,126.136.48.199,HTTP,3306,400,107.12
2025-01-01 05:00:40,188.232.180.122,221.205.116.227,TCP,8080,400,152.54
2025-01-06 21:53:27,21.185.31.167,103.59.11.202,UDP,22,404,70.77
2025-01-15 02:31:20,153.169.78.194,249.157.108.101,HTTP,443,301,129.1
2025-01-29 14:48:58,124.126.102.164,140.92.193.91,UDP,22,403,172.29
2025-01-06 15:02:10,52.144.216.34,234.73.231.252,HTTP,3306,200,55.7
2025-01-30 21:07:49,210.128.96.187,3.204.232.17,UDP,3306,200,127.39
2025-01-18 11:00:50,24.166.146.209,4.187.227.52,TCP,80,401,130.4
2025-01-03 15:15:02,219.136.78.226,100.74.88.197,HTTP,80,200,151.27
2025-01-11 14:51:07,180.203.62.183,53.193.137.11,UDP,22,400,70.52
2025-01-07 23:04:31,118.53.63.27,129.16.196.34,UDP,80,403,67.18
2025-01-12 06:41:06,18.18.194.177,254.121.191.37,UDP,3306,200,140.88
2025-01-09 16:32:39,237.216.252.252,167.56.208.221,HTTP,8080,500,131.88
2025-01-03 04:21:31,109.84.20.219,137.250.55.115,UDP,80,301,130.02
2025-01-12 18:14:36,127.222.210.207,55.203.247.122,HTTP,22,400,133.86
2025-01-23 22:31:58,239.181.191.28,52.234.26.175,TCP,80,301,92.8
2025-01-28 21:11:34,161.216.140.191,176.245.187.155,HTTPS,22,404,129.29
2025-01-13 08:27:22,215.61.12.162,197.209.192.128,HTTPS,3306,403,131.72
2025-01-19 01:02:10,54.118.121.156,66.107.251.117,UDP,8080,401,91.43
2025-01-29 18:18:42,182.32.46.147,53.30.198.198,HTTP,8080,403,194.63
2025-01-25 15:33:55,113.112.149.204,55.193.244.201,HTTPS,22,200,138.95
2025-01-06 08:06:55,108.143.53.182,106.73.82.95,UDP,8080,500,72.35
2025-01-09 11:35:16,94.207.91.116,237.212.145.168,UDP,443,301,146.26
2025-01-12 11:55:23,142.100.9.46,78.213.167.245,UDP,443,301,81.01
2025-01-26 01:35:24,78.163.246.121,93.193.29.237,TCP,22,404,151.48
2025-01-05 02:26:15,107.49.64.253,103.244.107.94,TCP,443,400,166.34
2025-01-02 15:15:18,189.68.85.1,231.175.89.227,HTTP,443,400,87.17
2025-01-14 02:22:29,48.138.254.175,110.50.168.41,HTTP,80,404,158.54
2025-01-06 10:56:39,245.76.45.76,221.202.19.14,TCP,22,404,136.51
2025-01-23 13:54:16,3.40.6.115,72.205.197.221,HTTP,80,404,152.88
2025-01-29 08:56:39,201.86.206.93,14.234.65.141,TCP,80,200,195.87
2025-01-27 21:48:46,100.116.64.160,107.161.40.94,HTTP,22,404,110.18
2025-01-22 05:59:19,149.192.123.141,48.75.105.44,TCP,443,500,89.85
2025-01-28 07:47:57,205.253.41.16,203.242.169.138,UDP,3306,400,84.42
2025-01-24 21:52:25,158.194.126.231,201.125.215.48,HTTP,22,401,87.37
2025-01-30 10:04:25,162.188.177.135,226.44.91.118,TCP,443,500,116.92
2025-01-07 09:02:20,149.43.87.239,225.141.101.151,HTTPS,22,404,133.65
2025-01-24 15:49:47,38.112.245.174,191.76.124.90,HTTP,80,404,131.07
2025-01-13 19:04:40,88.194.58.87,200.118.158.37,HTTP,80,200,153.09
2025-01-22 17:59:12,175.112.49.180,194.58.177.77,HTTP,80,403,120.52
2025-01-06 16:37:23,9.224.176.50,42.86.226.141,TCP,3306,500,178.14
2025-01-27 22:36:37,145.241.93.237,157.137.222.231,HTTP,443,401,109.41
2025-01-15 22:37:59,226.135.110.102,188.67.44.147,UDP,8080,200,228.81
2025-01-02 22:19:16,87.177.122.25,100.227.174.24,HTTP,443,500,145.03
2025-01-04 06:22:38,59.223.229.68,209.189.238.110,HTTP,3306,500,85.71
2025-01-29 19:21:27,5.185.227.178,139.249.194.33,UDP,3306,404,77.16
2025-01-30 15:32:10,31.208.208.97,212.31.234.242,HTTP,8080,200,139.3
2025-01-23 02:51:25,121.137.202.32,17.123.233.42,TCP,80,401,111.06
2025-01-20 22:29:53,190.151.142.246,74.161.238.222,HTTP,80,200,148.56
2025-01-13 09:21:57,226.125.221.106,86.43.131.134,HTTPS,3306,404,138.93
2025-01-26 14:12:32,150.21.109.19,219.17.42.25,HTTPS,443,301,117.09
2025-01-07 14:51:57,124.160.226.240,44.53.140.147,HTTP,443,401,86.13
2025-01-15 19:27:50,248.36.209.115,1.187.208.124,UDP,80,200,59.41
2025-01-15 17:59:07,140.192.82.161,36.199.100.51,TCP,22,403,102.14
2025-01-04 09:35:15,31.196.13.94,45.204.46.25,HTTPS,22,403,154.26
2025-01-24 09:12:09,209.214.181.239,1.144.216.156,TCP,22,403,128.56
2025-01-18 10:39:30,156.139.143.109,58.57.32.111,UDP,22,400,70.17
2025-01-12 13:18:55,237.109.173.124,125.114.76.255,HTTP,443,404,126.93
2025-01-03 05:06:32,212.57.59.224,45.116.167.101,UDP,80,500,135.41
2025-01-06 23:15:28,42.20.147.231,97.106.128.196,HTTP,8080,403,84.65
2025-01-21 22:18:06,120.29.89.117,7.140.158.32,HTTPS,443,403,126.15
2025-01-26 16:42:24,209.179.199.223,186.31.184.178,HTTP,22,400,122.33
2025-01-08 22:54:23,111.106.108.88,163.133.30.90,HTTP,80,403,74.28
2025-01-26 00:28:28,238.162.241.37,8.138.107.87,HTTPS,8080,200,134.31
2025-01-09 13:22:30,74.103.117.66,216.173.95.123,TCP,443,401,142.43
2025-01-12 15:30:15,116.171.218.20,237.203.131.190,TCP,3306,500,163.32
2025-01-02 10:31:08,8.140.93.203,95.122.28.251,UDP,22,200,162.15
2025-01-09 10:33:29,85.14.151.150,133.83.12.79,HTTPS,80,200,64.89
2025-01-24 02:07:18,148.210.197.169,216.219.133.238,HTTPS,80,400,82.49
2025-01-20 01:19:55,116.11.3.111,228.177.85.41,HTTP,22,200,140.6
2025-01-18 22:25:56,227.182.20.120,153.56.70.11,UDP,22,401,140.55
2025-01-18 20:15:28,63.126.114.91,167.122.175.202,HTTP,3306,500,140.6
2025-01-29 06:16:33,39.49.255.180,150.173.149.231,HTTP,80,401,274.11
2025-01-12 19:15:02,249.238.132.31,95.218.184.228,TCP,22,404,142.84
2025-01-07 14:56:45,38.133.233.98,52.77.81.60,HTTP,3306,200,165.42
2025-01-01 09:03:14,192.186.101.120,159.209.113.251,HTTPS,3306,400,158.16
2025-01-18 00:33:00,54.161.229.3,56.6.24.129,UDP,80,404,146.06
2025-01-13 04:02:09,235.40.203.66,153.74.19.49,UDP,3306,400,107.39
2025-01-26 14:48:57,46.78.33.8,150.144.46.138,TCP,22,400,150.36
2025-01-05 15:22:35,214.44.109.132,29.93.121.24,HTTP,3306,401,89.09
2025-01-27 12:15:11,76.165.85.207,99.102.164.130,HTTP,80,401,110.53
2025-01-16 08:39:06,243.133.190.137,44.182.5.169,HTTP,3306,500,100.59
2025-01-16 23:59:26,178.203.110.234,242.233.195.184,HTTP,8080,401,123.27
2025-01-02 17:39:36,66.164.70.166,248.53.11.205,HTTP,8080,400,212.59
2025-01-18 14:00:33,126.140.95.171,183.136.133.76,HTTPS,22,200,45.31
2025-01-10 13:26:38,63.25.161.117,120.177.113.121,TCP,443,200,147.45
2025-01-02 18:04:53,170.181.158.81,97.45.158.144,UDP,443,403,55.49
2025-01-18 05:25:00,8.127.179.16,147.203.108.222,UDP,443,403,101.12
2025-01-25 22:48:44,71.43.202.231,222.133.219.170,TCP,3306,500,163.56
2025-01-11 18:53:16,177.153.125.187,213.123.27.232,HTTPS,80,500,122.57
2025-01-04 06:46:16,44.246.255.174,183.51.50.237,HTTP,443,301,76.89
2025-01-12 05:24:38,212.182.21.205,228.3.249.220,HTTP,3306,403,91.39
2025-01-07 03:38:38,56.235.107.204,226.96.132.121,HTTP,22,400,147.18
2025-01-24 12:58:06,125.72.193.174,34.48.26.80,HTTPS,22,301,90.79
2025-01-23 19:21:06,228.33.43.166,102.171.1.83,UDP,8080,400,128.66
2025-01-08 19:18:40,197.13.228.29,2.20.49.168,UDP,443,500,121.82
2025-01-08 21:29:22,30.29.143.106,146.152.180.229,UDP,3306,400,93.94
2025-01-07 08:16:44,98.89.8.223,93.108.232.106,UDP,22,401,205.76
2025-01-09 11:57:14,202.189.229.230,130.169.171.153,TCP,80,200,145.36
2025-01-29 00:50:48,210.196.234.160,207.149.48.120,HTTP,8080,500,38.99
2025-01-11 11:27:22,243.236.59.88,9.84.58.14,UDP,22,400,127.46
2025-01-17 05:28:42,174.246.88.42,80.63.139.58,TCP,80,500,93.53
2025-01-12 03:41:35,113.23.132.138,118.149.205.87,UDP,22,403,154.1
2025-01-28 03:19:57,165.129.231.78,164.45.3.101,HTTPS,80,400,88.3
2025-01-30 07:32:12,165.147.176.81,67.188.111.227,UDP,8080,401,115.41
2025-01-09 08:46:14,108.82.15.128,17.185.145.23,HTTPS,443,404,140.2
2025-01-04 00:15:07,229.167.16.53,1.212.17.174,TCP,22,200,154.63
2025-01-29 10:16:09,176.99.79.42,102.169.163.118,HTTP,443,401,71.99
2025-01-12 03:56:43,48.23.190.250,9.62.254.42,UDP,22,500,106.62
2025-01-30 11:53:13,197.177.72.174,138.190.36.66,TCP,8080,404,101.0
2025-01-14 12:44:46,215.246.157.118,29.188.180.68,HTTPS,443,400,93.87
2025-01-09 22:48:57,37.214.141.100,190.212.3.82,TCP,80,404,190.62
2025-01-26 01:34:53,19.185.67.110,247.177.182.94,HTTP,443,200,136.2
2025-01-18 14:19:46,195.181.132.162,218.197.240.137,UDP,3306,400,69.56
2025-01-03 10:52:06,149.96.16.110,193.173.100.24,HTTPS,80,404,156.71
2025-01-14 22:13:19,136.60.15.246,68.56.159.115,TCP,22,301,204.89
2025-01-28 07:07:33,34.57.43.146,168.98.7.235,TCP,80,403,161.3
2025-01-26 14:09:06,43.7.188.223,33.213.247.249,HTTPS,22,500,59.23
2025-01-30 08:24:09,5.121.43.180,204.162.135.20,HTTP,80,400,100.63
2025-01-19 01:43:15,54.164.104.174,163.109.15.135,HTTPS,8080,500,170.68
2025-01-26 11:15:48,247.163.75.32,33.246.10.136,HTTPS,443,500,91.69
2025-01-08 17:17:37,152.135.249.246,93.199.97.226,UDP,22,400,137.75
2025-01-13 03:34:13,12.170.182.67,188.131.211.45,HTTP,22,404,150.99
